1,48.14637244,17.4178671
2,43.6319871,25.81785236
3,6.934521372,23.85573163
4,27.33836151,40.58221376
5,20.39305836,44.81548343
6,18.69254509,3.239161951
7,15.51348496,45.79706095
8,21.91374752,19.07159524
9,49.9831128,31.13422557
10,1.845034883,45.39394299
11,9.734965131,45.89278133
12,11.07850515,6.026680426
13,37.79282082,31.28758926
14,29.76543752,20.20522771
15,35.73305842,30.64363736
16,32.69970185,2.955709005
17,37.28702276,34.04169345
18,5.227639068,36.41523999
19,17.79172892,12.01855338
20,28.03267972,14.68564131
